,rank,name,headquarter,category,description,link,year
57,58,urbanpeople.com AG,Zürich,ICT,URBANPEOPLE.COM ist die grösste urbane Online Shopping Mall der Schweiz.,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=5952,2014
58,59,UrbanFarmers AG,Zürich,Cleantech,"Urban farms in acant urban areas to provide organic, healthy and local food to its communities",https://www.top100startups.swiss/UrbanFarmers,2014
59,60,Anokion SA,Ecublens ,Biotech,"Promoting IMMUNE TOLERANCE, ameliorating disease",https://www.top100startups.swiss/Anokion,2014
60,61,CAScination AG,Bern,Medtech,Image-guided liver surgeries,https://www.top100startups.swiss/CAScination,2014
61,62,Relish Brothers AG,Sempach Station,Engineering,Swiss premium guitars,https://www.top100startups.swiss/Relish,2014
62,63,MindMaze SA,Lausanne,Medtech,Bringing real emotion to virtual reality,https://www.top100startups.swiss/MindMaze,2014
63,64,DomoHealth,Lausanne,ICT,End-to-end SaaS solution to monitor patient’s health at home,https://www.top100startups.swiss/DomoHealth,2014
64,65,rqmicro AG,Schlieren,Biotech,Ultra-rapid detection of pathogenic microorganisms,https://www.top100startups.swiss/rqmicro,2014
65,66,Amphasys AG,Root D4,Engineering,Single cell analysis based on impedance flow cytometry,https://www.top100startups.swiss/Amphasys,2014
66,67,Cosibon AG,Zug,ICT,Developing a mobile application where the customer handles all his shopping,https://www.top100startups.swiss/Cosibon,2014
67,68,Klazz (Language Travel Reinvented AG),Zürich,ICT,"Klazz is a language travel platform, we're directly matching students with freelance teachers abroad.",https://www.top100startups.swiss/Klazz,2014
68,69,Aeon Scientific AG,Schlieren - Zurich,Medtech,Electromagnetic guidance of medical instruments in the human body,https://www.top100startups.swiss/Aeon,2014
69,70,Swisstom AG ,Landquart,Medtech,Medical devices to monitor the lung and heart function of patients,https://www.top100startups.swiss/Swisstom,2014
70,71,Imina Technologies SA,Lausanne,Engineering,World's smallest commercial nanomanipulators,https://www.top100startups.swiss/Imina,2014
71,72,Fastree3D SA,Ecublens,Engineering,"The world’s fastest, safest, programmable imaging chip",https://www.top100startups.swiss/Fastree3D,2014
72,73,everyglobe AG,Zürich,ICT,Contemporary Online Travel Company.,https://www.top100startups.swiss/everyglobe,2014
73,74,PIQUR Therapeutics AG,Basel,Biotech,Developing and commercializing personalized cancer medicines,https://www.top100startups.swiss/PIQUR,2014
74,75,Apidel SA,Geneva,Biotech,Vanguard of Drug Delivery.,https://www.top100startups.swiss/Apidel,2014
75,76,Qvanteq AG,Zürich,Medtech,Novel stent technologies to address and overcome clinical shortcomings,https://www.top100startups.swiss/Qvanteq,2014
76,77,Bluebox Shop AG (Amorana.ch),Glattbrugg,ICT,Swiss online shop for erotic and lifestyle products,https://www.top100startups.swiss/amorana,2014
77,78,imperix SA,Sion,Cleantech,Advanced power conversion solutions,https://www.top100startups.swiss/imperix,2014
78,79,Faveeo,Genève,ICT,"The first Trusted Content Platform : filtering the most reliable, meaningful content to help brands  drive online engagement at scale.",https://www.top100startups.swiss/Faveeo,2014
79,80,CoreMedica ,Monthey,Biotech,BioKaizen is a private company dedicated to the evualuation of Biomarkers of diseases.,https://www.top100startups.swiss/BioKaizen,2014
80,81,CashSentinel SA,Lausanne,Fintech,Payment services provider for marketplaces,https://www.top100startups.swiss/CashSentinel,2014
81,82,Helmedica AG,Winterthur,ICT,Mobile electronic health record for documentation and management of patient information,https://www.top100startups.swiss/helmedica,2014
82,83,Pix4D SA (acquired by Parrot),Lausanne,ICT,Automatically combine images from mobile cameras and create 2D and 3D models,https://www.top100startups.swiss/Pix4D,2014
83,84,Sanovation AG,Glattbrugg,ICT,"App, which allows chronic pain patients to visualize their pain and to learn from others",https://www.top100startups.swiss/Sanovation,2014
84,85,3BaysOver,Lausanne,ICT,The Professional Network for Travel.,https://www.top100startups.swiss/3BaysOver,2014
85,86,Numab Therapeutics AG,Wädenswil,Biotech,Innovates and develops antibody-based therapeutics,https://www.top100startups.swiss/Numab,2014
86,87,Andrew Alliance SA ,Vernier,Medtech,Androids for liquid handling,https://www.top100startups.swiss/AndrewAlliance,2014
87,88,Coatmaster AG,Winterthur,Engineering,Measuring industrial coatings,https://www.top100startups.swiss/Coatmaster,2014
88,89,THELKIN GmbH,Winterthur,Medtech,Characterization of orthopaedic implants and other medical devices,https://www.top100startups.swiss/THELKIN,2014
89,90,Starmind International AG,Küsnacht,ICT,Making it easy to find the best expert within a company to solve a problem,https://www.top100startups.swiss/Starmind,2014
90,91,compliant concept AG,Fehraltorf,Medtech,New solution for the therapy and prevention of pressure ulcers,https://www.top100startups.swiss/Compliant,2014
91,92,Geosatis SA,Le Noirmont,Engineering,GPS ankle bracelet,https://www.top100startups.swiss/Geosatis,2014
92,93,SmartCardia SA,Lausanne,Medtech,Cloud based cardiac solution,https://www.top100startups.swiss/SmartCardia,2014
93,94,OsmoBlue Sàrl,Lausanne,Cleantech,Recycling of waste heat by converting low-temparature heat into electricity,https://www.top100startups.swiss/OsmoBlue,2014
94,95,Koring AG,Basel,Medtech,"Novel, implantable ring to prevent parastomal hernia in abdominal surgery.",https://www.top100startups.swiss/Koring,2014
95,96,ObsEva SA,Plan-les-Ouates,Biotech,Therapies for preterm labour,https://www.top100startups.swiss/ObsEva,2014
96,97,Swiss Space Systems Holding SA,Payerne ,Engineering,Shaping the future of commercial space and academic space research,https://www.top100startups.swiss/Swiss_Space,2014
97,98,Amal Therapeutics SA ,Genève,Biotech,Cancer vaccines,https://www.top100startups.swiss/Amal,2014
98,99,SwissLeg Sagl,Lugano,Medtech,"Developing low-cost, high-performance artificial limbs",https://www.top100startups.swiss/SwissLeg,2014
99,100,PharmAlp SA,Conthey,Biotech,Develop and market products of natural origin backed-up by sound-science,https://www.top100startups.swiss/PharmAlp,2014
