,rank,name,headquarter,category,description,link,year
17,18,MindMaze SA,Lausanne,Medtech,Bringing real emotion to virtual reality,https://www.top100startups.swiss/MindMaze,2016
18,19,OrbiWise SA,Plan-Les-Ouates,ICT,Full solutions for the internet of things,https://www.top100startups.swiss/OrbiWise,2016
19,20,Glycemicon AG,Brugg,Biotech,Managing blood glucose levels,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7498,2016
20,21,Uepaa AG,Zürich,ICT,The industry-leading Safety and Proximity Expert,https://www.top100startups.swiss/Uepaa,2016
21,22,Polyneuron Pharmaceuticals AG,Basel,Biotech,New drug class for the treatment of autoimmune diseases,https://www.top100startups.swiss/Polyneuron,2016
22,23,Farmy AG,Zürich,Foodtech,The online shop for regional and biological farming goods,https://www.top100startups.swiss/Farmy,2016
23,24,Pregnolia AG,Schlieren,Medtech,Predicting the risk of premature birth,https://www.top100startups.swiss/Pregnolia,2016
24,25,Advanon AG ,Zürich,Fintech,Disrupting the invoicing market,https://www.top100startups.swiss/Advanon,2016
25,26,Teralytics AG,Zürich,ICT,Turning complex data into valuable information,https://www.top100startups.swiss/Teralytics,2016
26,27,Leman Micro Devices SA,Lausanne,Engineering,Medically accurate health sensing for all mobile devices,https://www.top100startups.swiss/Leman,2016
27,28,ecoRobotix SA,Yverdon-les-Bains,Engineering,Innovative solutions for sustainable agriculture,https://www.top100startups.swiss/ecoRobotix,2016
28,29,SWISSto12 SA,Renens,Engineering,Disruptive antenna systems for the telecoms industry.,https://www.top100startups.swiss/SWISSto12,2016
29,30,Nanolive SA,Ecublens,Medtech,Revolutionary tomographic microscope,https://www.top100startups.swiss/Nanolive,2016
30,31,Beekeeper AG,Zürich,ICT,Empowering entire workforces,https://www.top100startups.swiss/Beekeeper,2016
31,32,CodeCheck AG,Zürich,ICT,Shopping assistant for a conscious lifestyle,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7520,2016
32,33,FEMTOprint SA,Muzzano,Medtech,3D printing for glass microdevices,https://www.top100startups.swiss/FEMTOprint,2016
33,34,Memo Therapeutics AG,Basel,Biotech,Description,https://www.top100startups.swiss/Memo,2016
34,35,Wingtra AG,Zürich,Robotics,"Fly like an airplane, take-off and land like a helicopter",https://www.top100startups.swiss/Wingtra,2016
35,36,Versantis AG,Zürich,Biotech,Conquer liver diseases and saves lives,https://www.top100startups.swiss/Versantis,2016
36,37,rqmicro AG,Schlieren,Biotech,Ultra-rapid detection of pathogenic microorganisms,https://www.top100startups.swiss/rqmicro,2016
37,38,Chimpy AG,Zürich,Cleantech,Convenient recharging on the go,https://www.top100startups.swiss/Chimpy,2016
38,39,Distalmotion SA,Epalinges,Medtech,Making Sense of Robotic Surgery,https://www.top100startups.swiss/DistalMotion,2016
39,40,Nomoko AG,Zurich,ICT,Creating a digital twin of the world,https://www.top100startups.swiss/Nomoko,2016
40,41,CleanGreens Solutions SA,Molondin,Foodtech,Innovative farming solutions,https://www.top100startups.swiss/CleanGreens,2016
41,42,Fastree3D SA,Ecublens,Engineering,"The world’s fastest, safest, programmable imaging chip",https://www.top100startups.swiss/Fastree3D,2016
42,43,Equippo AG,Zug,ICT,"Next-generation, full-service marketplace for equipment",https://www.top100startups.swiss/Equippo,2016
43,44,Intento SA ,Lausanne,Medtech,Wearable solutions for the rehabilitation of paralyzed stroke patients,https://www.top100startups.swiss/Intento,2016
44,45,depsys SA,Puidoux,Cleantech,Energy network optimization platform,https://www.top100startups.swiss/depsys,2016
45,46,Proton SA,Plan-les-Ouates,Security,Secure e-mail,https://www.top100startups.swiss/Proton,2016
46,47,Contovista AG ,Schlieren,Fintech,Data driven banking,https://www.top100startups.swiss/Contovista,2016
47,48,Inositec AG,Zurich,Biotech,Developing small molecules to address unmet medical needs,https://www.top100startups.swiss/Inositec,2016
48,49,Securosys SA,Zürich,Security,Secure communication technologies and systems for commercial applications,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=8824,2016
49,50,xorlab AG,Zürich,Security,Redefining enterprise communication security,https://www.top100startups.swiss/xorlab,2016
50,51,PharmaBiome AG,Zürich,Biotech,Next Generation Microbiome Therapies,https://www.top100startups.swiss/PharmaBiome,2016
51,52,DomoHealth,Lausanne,ICT,End-to-end SaaS solution to monitor patient’s health at home,https://www.top100startups.swiss/DomoHealth,2016
52,53,NEEO AG ,Solothurn,Engineering,Smart Home. Simple.,https://www.top100startups.swiss/NEEO,2016
53,54,Geosatis SA,Le Noirmont,Engineering,GPS ankle bracelet,https://www.top100startups.swiss/Geosatis,2016
54,55,Gondola Medical Technologies SA,Epalinges,Medtech,Treatment for motor symptoms of neurodegenerative diseases,https://www.top100startups.swiss/Gondola,2016
55,56,TwentyGreen AG,Lucerne,Biotech,Next-Generation Probiotic 10x better protection,https://www.top100startups.swiss/TwentyGreen,2016
56,57,Peripal AG,Zürich,Medtech,Patient connection device for home dialysis,https://www.top100startups.swiss/Peripal,2016
57,58,Topadur Pharma AG,Schlieren,Biotech,Disruptive drugs for aging diseases,https://www.top100startups.swiss/Topadur,2016
58,59,Insightness AG ,Zürich,Engineering,Novel camera chips for interactive devices,https://www.top100startups.swiss/Insightness,2016
59,60,Nezasa AG,Zürich,ICT,Technology solutions for the travel trade,https://www.top100startups.swiss/Nezasa,2016
60,61,Medyria AG,Winterthur,Medtech,Advanced and intuitive methods for the visualization and con,https://www.top100startups.swiss/Medyria,2016
61,62,ActLight SA,Ecublens,Engineering,Developing high performance photodetectors for mobile applications,https://www.top100startups.swiss/ActLight,2016
62,63,UrbanFarmers AG,Zürich,Cleantech,"Urban farms in acant urban areas to provide organic, healthy and local food to its communities",https://www.top100startups.swiss/UrbanFarmers,2016
63,64,Prodibi SA,Plan-Les-Ouates,ICT,"High-quality, powerful and easy way to showcase images beautifully",https://www.top100startups.swiss/Prodibi,2016
64,65,CALCISCON AG,Nidau,Biotech,Products for Calcification Medicine,https://www.top100startups.swiss/CALCISCON,2016
65,66,AKSELOS SA,Lausanne,ICT,Simulation technology to protect critical structures,https://www.top100startups.swiss/AKSELOS,2016
66,67,AEROTAIN AG,Zürich,Robotics,We leverage live events with interactive and engaging flying experiences.,https://www.top100startups.swiss/AEROTAIN,2016
67,68,Inofea AG,Muttenz,Biotech,Empowered therapeutic enzymes,https://www.top100startups.swiss/Inofea,2016
68,69,ScanTrust SA,Lausanne,ICT,Protection from counterfeiting,https://www.top100startups.swiss/ScanTrust,2016
69,70,I believe in you AG,Bern,ICT,World's leading crowdfunding platform in sports,https://www.top100startups.swiss/IBIY,2016
70,71,Goodwall SA,Genève,ICT,A professional development network for young talent,https://www.top100startups.swiss/Goodwall,2016
71,72,flatev AG,Zürich,Foodtech,Reinventing the Future of Snacks at the tip of a button,https://www.top100startups.swiss/flatev,2016
72,73,ZuriMED Technologies AG,Zurich ,Medtech,An Innovation Engine In Sports Medicine,https://www.top100startups.swiss/ZuriMED,2016
73,74,Cellestia Biotech AG,Basel,Biotech,Developing First-in-Class therapies for cancer and AIIDs.,https://www.top100startups.swiss/Cellestia,2016
74,75,imperix SA,Sion,Cleantech,Advanced power conversion solutions,https://www.top100startups.swiss/imperix,2016
75,76,Faveeo,Genève,ICT,"The first Trusted Content Platform : filtering the most reliable, meaningful content to help brands  drive online engagement at scale.",https://www.top100startups.swiss/Faveeo,2016
76,77,N-Dream AG (AirConsole),Zürich,ICT,Browser-based gaming platform,https://www.top100startups.swiss/N-Dream,2016
77,78,Crispr Therapeutics AG,Basel,Biotech,Developing cures for serious human genetic diseases,https://www.top100startups.swiss/Crispr,2016
78,79,MiniNaviDent AG,Basel,Medtech,3D navigation system for dental implantology,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=5376,2016
79,80,CashSentinel SA,Lausanne,Fintech,Payment services provider for marketplaces,https://www.top100startups.swiss/CashSentinel,2016
80,81,strong.codes SA (acquired by Snap Inc.),Yverdon-les-Bains,ICT,Protecting software against reverse-engineering,https://www.top100startups.swiss/strongcodes,2016
81,82,recapp IT AG,Visp,ICT,Spracherkennung in allen Schweizer Sprachen und Dialekten,https://www.top100startups.swiss/recapp,2016
82,83,noonee AG,Hedingen,Medtech,"Wearable technology, which enables factory workers to sit down during work – without a chair",https://www.top100startups.swiss/nooneeAG,2016
83,84,Fashwell AG ,Zürich,ICT,AI image recognition software,https://www.top100startups.swiss/Fashwell,2016
84,85,Allthings Technologies AG,Basel,Proptech,Allthings: For a better life in buildings,https://www.top100startups.swiss/Allthings,2016
85,86,Sherpany AG,Zürich,ICT,Productive leadership meetings,https://www.top100startups.swiss/Sherpany,2016
86,87,Younergy Solar SA,Lausanne,Cleantech,The distributed utility: helping our customers harvest their own energy.,https://www.top100startups.swiss/Younergy,2016
87,88,DigitArena SA,Martigny,ICT,Sports arena digital media advertising,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=7580,2016
88,89,ShoeSize.Me AG,Olten,ICT,"Boost your footwear sales with innovative, guided-selling AI",https://www.top100startups.swiss/ShoeSizeMe,2016
89,90,Scope Content AG,Zürich,ICT,The new generation of news aggregator a unique semantic text analysis engine,https://www.top100startups.swiss/scope,2016
90,91,ParkU AG,Zürich,ICT,ParkU - The Parking App,https://www.top100startups.swiss/ParkUAG,2016
91,92,eSMART Technologies SA,Ecublens,Proptech,Complete smart buildings management system,https://www.top100startups.swiss/eSMART,2016
92,93,AKENES SA (Exoscale),Lausanne,ICT,Safe and affordable infrastructure as a service,https://www.top100startups.swiss/Exoscale,2016
93,94,Kandou Bus SA,Lausanne,Engineering,Low power consumption chip connections,https://www.top100startups.swiss/Kandou,2016
94,95,CellSpring AG,Zürich,Biotech,Developing diagnostic tests to catch early-stage cancer,https://www.top100startups.swiss/CellSpring,2016
95,96,Karmagenes SA,Monthey,Biotech,Karmagenes integrates genetics with psychology for personal development,https://www.top100startups.swiss/Karmagenes,2016
96,97,RAW Labs SA,Lausanne,ICT,Empowering enterprises to use their resources wisely,https://www.top100startups.swiss/RAW,2016
97,98,TestingTime AG,Zürich,ICT,We recruit test users for user and market research,https://www.top100startups.swiss/TestingTime,2016
98,99,PB&B SA,Lausanne,Medtech,Facial & Body Remodeling Technology for Aesthetic Doctors,https://www.top100startups.swiss/PB_B,2016
99,100,Designergy SA,San Vittore,Cleantech,Building construction material that implements both solar energy exploitation and energy saving functions,https://www.top100startups.swiss/Designergy,2016
