,rank,name,headquarter,category,description,link,year
50,51,Gmelius SA,Cointrin,ICT,Gmelius transforms Gmail into your company's workspace,https://www.top100startups.swiss/Gmelius,2021
51,52,MaxWell Biosystems AG,Zurich,Biotech,High-Content electrophysiology platforms,https://www.top100startups.swiss/MaxWell,2021
52,53,Scewo AG,Winterthur,Medtech,Stair climbing wheelchair,https://www.top100startups.swiss/scewo,2021
53,54,Versameb AG ,Basel,Biotech,The next generation of RNA therapeutics,https://www.top100startups.swiss/Versameb,2021
54,55,Adiposs SA,Plan-les-Ouates,Medtech,Imaging Body Fat - Saving Lives,https://www.top100startups.swiss/Adiposs,2021
55,56,Terapet SA,Satigny,Medtech,Better Dose Control in Proton Therapy For Cancer Treatment,https://www.top100startups.swiss/Terapet,2021
56,57,Alentis Therapeutics,Allschwil,Biotech,developing breakthrough treatments for fibrotic diseases,https://www.top100startups.swiss/alentis,2021
57,58,Threatray AG,Biel/Bienne,Security,Code-based threat intelligence and analytics at scale,https://www.top100startups.swiss/threatray,2021
58,59,Daphne Technology SA,St-Sulpice VD,Cleantech,Climate tech comp reducing toxic pollutants & GHG emissions,https://www.top100startups.swiss/Daphne,2021
59,60,Auterion AG,Zürich,Robotics,Open source infrastructure for autonomous robots,https://www.top100startups.swiss/Auterion,2021
60,61,Plastogaz SA,Lausanne,Cleantech,Plastogaz develops advanced plastic recycling technologies,https://www.top100startups.swiss/Plastogaz,2021
61,62,Dotphoton AG,Zug,ICT,Reliable image data for critical applications and AI,https://www.top100startups.swiss/Dotphoton,2021
62,63,Imverse SA,Morges,ICT,3D Holograms: real-time volumetric video for telepresence,https://www.top100startups.swiss/Imverse,2021
63,64,Eyeware Tech SA,Martigny,ICT,Attention Sensing with 3D Eye Tracking,https://www.top100startups.swiss/Eyeware,2021
64,65,Altoida AG,Luzern,Medtech,Join us on our noble mission to better brain health,https://www.top100startups.swiss/Altoida,2021
65,66,TWIICE SA,Lausanne,Medtech,Powered exoskeletons for walking assistance,https://www.top100startups.swiss/TWIICE,2021
66,67,LatticeFlow AG,Zürich,ICT,Build and Deploy Trustworthy AI,https://www.top100startups.swiss/LatticeFlow,2021
67,68,Voliro AG,Zürich,Robotics,Aerial robots for in-depth inspection and maintenance,https://www.top100startups.swiss/Voliro,2021
68,69,Synthara AG,Zug,Engineering,AI chips for the edge,https://www.top100startups.swiss/Synthara,2021
69,70,ClearSpace SA,Renens,Cleantech,Remove failed satellites and space debris,https://www.top100startups.swiss/ClearSpace,2021
70,71,RetinAI Medical AG,Bern,Medtech,We enable the right decisions sooner in healthcare,https://www.top100startups.swiss/RetinAI,2021
71,72,Synendos Therapeutics AG,Basel,Biotech,Development of a new class of modulators of the endocannabinoid system,https://www.top100startups.swiss/Synendos,2021
72,73,CYSEC SA,Lausanne,Security,Confidential Computing solution for data in use protection,https://www.top100startups.swiss/CYSEC,2021
73,74,NEMIS TECHNOLOGIES AG,Dübendorf,Biotech,Breakthrough technology transforms the diagnostic market,https://www.top100startups.swiss/NEMIS,2021
74,75,Anapaya Systems AG,Zurich,Security,Securing and Optimizing Internet Communication,https://www.top100startups.swiss/Anapaya,2021
75,76,BitsaboutMe AG,Bern,ICT,Marketplace for saving and trading personal data,https://www.top100startups.swiss/BitsaboutMe,2021
76,77,VAY AG,Zürich,ICT,Making computers understand human motion,https://www.top100startups.swiss/VAY,2021
77,78,Flybotix SA,Renens,Robotics,Doubling flight time of prof. indoor inspection drones,https://www.top100startups.swiss/Flybotix,2021
78,79,Assaia International AG,Zurich,ICT,Making airport operations more efficient and predictable,https://www.top100startups.swiss/Assaia,2021
79,80,SwissDeCode SA,Lausanne,Foodtech,Secure and Build Trust in the Global Food Supply Chain,https://www.top100startups.swiss/SwissDeCode,2021
80,81,Embion Technologies SA,Etoy,Biotech,Platform technology for industrial biomass processing,https://www.top100startups.swiss/Embion,2021
81,82,INERGIO Technologies SA,Lausanne,Engineering,Green ALPS - Green Autonomous Lightweight Power Systems,https://www.top100startups.swiss/INERGIO,2021
82,83,Capskin AG,Zürich,Engineering,Capskin - Sensor socks for better footwear,https://www.top100startups.swissindex.cfm?CFID=72313628&CFTOKEN=b25424f255d2862f-57043D28-C7D9-9B77-739FB33ACE36FC5F&page=136348&profil_id=31198,2021
83,84,EarlySight SA,Geneva,Medtech,Imaging early signs of retinal diseases years in advance,https://www.top100startups.swiss/EarlySight,2021
84,85,CompPair Technologies SA,Lausanne,Engineering,Healable and sustainable composites to improve circularity,https://www.top100startups.swiss/CompPair,2021
85,86,legartis technology AG,Zürich,ICT,Analyse your contracts in seconds,https://www.top100startups.swiss/Legartis,2021
86,87,Fixposition AG,Schlieren,Robotics,Precise Positioning Everywhere.,https://www.top100startups.swiss/Fixposition,2021
87,88,Archilyse AG,Zürich,Proptech,Archilyse.one makes your plans smart,https://www.top100startups.swiss/Archilyse,2021
88,89,GRZ Technologies AG,Grolley,Cleantech,Metal hydride hydrogen storage solution,https://www.top100startups.swiss/GRZ,2021
89,90,ALAYA SA ,Gland,ICT,Corporate Social Responsibility platform,https://www.top100startups.swiss/ALAYA,2021
90,91,AVAtronics SA,Lausanne,Engineering,Wideband Active Noise Cancellation (Hearables & Automotive),https://www.top100startups.swiss/AVAtronics,2021
91,92,Talent Maps AG (CoffeeCall),St Gallen,ICT,Informal breaks in your hybrid workplace,https://www.top100startups.swiss/CoffeeCall,2021
92,93,ImmoZins AG,Zürich,Proptech,Invest in Real Estate,https://www.top100startups.swiss/ImmoZins,2021
93,94,Limula SA,1066 Épalinges,Biotech,Cell and Gene Therapy Made Easy,https://www.top100startups.swiss/Limula,2021
94,95,Urbio SA,Sion,Proptech,Accelerate your transition to clean energy,https://www.top100startups.swiss/Urbio,2021
95,96,Oxara AG,Dietikon,Proptech,Enabling sustainable construction and affordable housing,https://www.top100startups.swiss/Oxara,2021
96,97,IMburse AG,Zurich,Fintech,Integration-free access to global payments ecosystem,https://www.top100startups.swiss/IMburse,2021
97,98,Scailyte AG,Basel,Biotech,Extracting knowledge from single-cell data to save lives,https://www.top100startups.swiss/Scailyte,2021
98,99,Workspace2go AG ,Zürich,Proptech,Marketplace for meeting rooms & workshop locations,https://www.top100startups.swiss/Workspace2go,2021
99,100,SONECT AG,Zürich,Fintech,"Through Sonect, every store becomes an ATM",https://www.top100startups.swiss/SONECT,2021
