,rank,name,headquarter,category,description,link,year
26,27,Jilion SA (acquired by Dailymotion),Lausanne,ICT,"The creator of SublimeVideo, the world's first cloud-based HTML5 video player.",https://www.top100startups.swiss/Jilion,2013
27,28,Gastros Switzerland AG,Zurich,Foodtech,Innovative system induction based in order to keep food warm at a buffet,https://www.top100startups.swiss/Gastros,2013
28,29,Sherpany AG,Zürich,ICT,Productive leadership meetings,https://www.top100startups.swiss/Sherpany,2013
29,30,THE ROKKER COMPANY AG,Widnau,Engineering,Protection jeans with innovative textiles,https://www.top100startups.swiss/ROKKER,2013
30,31,Limmex,Zürich,Engineering,Bringing women's health to the 21st century,https://www.top100startups.swiss/Limmex,2013
31,32,CleanGreens Solutions SA,Molondin,Foodtech,Innovative farming solutions,https://www.top100startups.swiss/CleanGreens,2013
32,33,Mabimmune AG (merged with Neurimmune),Schlieren,Biotech,Developing immune agonists with best-in-class therapeutic indices,https://www.top100startups.swiss/Mabimmune,2013
33,34,compliant concept AG,Fehraltorf,Medtech,New solution for the therapy and prevention of pressure ulcers,https://www.top100startups.swiss/Compliant,2013
34,35,Credentis AG,Windisch,Medtech,Treating initial caries without drilling,https://www.top100startups.swiss/Credentis,2013
35,36,Lightbend Sàrl (Typesafe),Lausanne,ICT,Scala programming language,https://www.top100startups.swiss/Lightbend,2013
36,37,YouRehab,Schlieren,Medtech,Low-cost devices and entertaining gaming software to enable rehabilitation,https://www.top100startups.swiss/YouRehab,2013
37,38,Scope Content AG,Zürich,ICT,The new generation of news aggregator a unique semantic text analysis engine,https://www.top100startups.swiss/scope,2013
38,39,ActLight SA,Ecublens,Engineering,Developing high performance photodetectors for mobile applications,https://www.top100startups.swiss/ActLight,2013
39,40,Sensima Technology SA ,Gland,Engineering,Magnetic sensors on a micro-chip,https://www.top100startups.swiss/Sensima_Technology,2013
40,41,Sophia Genetics SA,Saint Sulpice,Biotech,Democratizing Data-Driven Medicine,https://www.top100startups.swiss/Sophia,2013
41,42,Ampard AG ,Zürich,Cleantech,Control- and asset-management system to realize complex decentralized storage solutions,https://www.top100startups.swiss/Ampard,2013
42,43,Smixin AG,Bienne,Cleantech,New hand washing system,https://www.top100startups.swiss/Smixin,2013
43,44,Politnetz AG,Zürich,ICT,Closely related idea of using Web 2.0 for politics,https://www.top100startups.swiss/Politnetz,2013
44,45,MindMaze SA,Lausanne,Medtech,Bringing real emotion to virtual reality,https://www.top100startups.swiss/MindMaze,2013
45,46,Stemergie Biotechnology SA,Geneva,Biotech,Targeting the roots of cancer in developing treatments and diagnostics,https://www.top100startups.swiss/Stemergie,2013
46,47,Swisstom AG ,Landquart,Medtech,Medical devices to monitor the lung and heart function of patients,https://www.top100startups.swiss/Swisstom,2013
47,48,Zurich Instruments AG,Zürich,Engineering,Instruments for dynamic signal analysis,https://www.top100startups.swiss/zurichinstruments,2013
48,49,HYT SA,Neuchâtel,Engineering,The hydro mechanical horlogists,https://www.top100startups.swiss/HYT,2013
49,50,SwissLitho AG (acquired by Heidelberg Instruments),Zürich,Engineering,A novel technology for nanofabrication,https://www.top100startups.swiss/SwissLitho,2013
50,51,SwissLeg Sagl,Lugano,Medtech,"Developing low-cost, high-performance artificial limbs",https://www.top100startups.swiss/SwissLeg,2013
51,52,SAV-IOL SA,Neuchatel,Medtech,Swiss advanced vision-intraocular lens,https://www.top100startups.swiss/SAV-IOL,2013
52,53,Qvanteq AG,Zürich,Medtech,Novel stent technologies to address and overcome clinical shortcomings,https://www.top100startups.swiss/Qvanteq,2013
53,54,Koring AG,Basel,Medtech,"Novel, implantable ring to prevent parastomal hernia in abdominal surgery.",https://www.top100startups.swiss/Koring,2013
54,55,greenTEG AG,Rümlang,Cleantech,Experts in thermal sensing solutions for research & industry,https://www.top100startups.swiss/greenTEG,2013
55,56,CAScination AG,Bern,Medtech,Image-guided liver surgeries,https://www.top100startups.swiss/CAScination,2013
56,57,DomoHealth,Lausanne,ICT,End-to-end SaaS solution to monitor patient’s health at home,https://www.top100startups.swiss/DomoHealth,2013
57,58,Koubachi ,Zürich ,ICT,App to manage home plants,https://www.top100startups.swiss/Koubachi,2013
58,59,ParkU AG,Zürich,ICT,ParkU - The Parking App,https://www.top100startups.swiss/ParkUAG,2013
59,60,LogoGrab Sagl,Lugano,ICT,Like. In real life.,https://www.top100startups.swiss/LogoGrab,2013
60,61,Recommerce AG,Rotkreuz,ICT,"Buys, repairs and resells mobile phones, tablets and iPods",https://www.top100startups.swiss/recommerce,2013
61,62,Designergy SA,San Vittore,Cleantech,Building construction material that implements both solar energy exploitation and energy saving functions,https://www.top100startups.swiss/Designergy,2013
62,63,Searchbox SA,,ICT,Semantic engine software.,https://www.top100startups.swiss/Searchbox,2013
63,64,Coatmaster AG,Winterthur,Engineering,Measuring industrial coatings,https://www.top100startups.swiss/Coatmaster,2013
64,65,Lotaris SA,Yverdon-les-Bains,ICT,A thinking mobile app environment.,https://www.top100startups.swiss/Lotaris,2013
65,66,Optotune AG,Dietikon,Engineering,"Inexpensive, scalable, precisely focus tunable lenses based",https://www.top100startups.swiss/Optotune,2013
66,67,Iprova Sàrl,Lausanne,ICT,Computer assisted invention,https://www.top100startups.swiss/Iprova,2013
67,68,Attolight SA,Lausanne,Engineering,Ultrafast spectroscopy for NanoPhotonics,https://www.top100startups.swiss/Attolight,2013
68,69,NBE-Therapeutics LLC ,Basel,Biotech,Antibody-based NBEs,https://www.top100startups.swiss/NBE-Therapeutics,2013
69,70,PharmAlp SA,Conthey,Biotech,Develop and market products of natural origin backed-up by sound-science,https://www.top100startups.swiss/PharmAlp,2013
70,71,SuitArt AG ,Zürich,ICT,Franchising System for Custom-made Men's Suit.,https://www.top100startups.swiss/SuitArt,2013
71,72,Elmove AG,Zürich,Cleantech,Innovative electric mobility solutions.,https://www.top100startups.swiss/Elmove,2013
72,73,THELKIN GmbH,Winterthur,Medtech,Characterization of orthopaedic implants and other medical devices,https://www.top100startups.swiss/THELKIN,2013
73,74,flatev AG,Zürich,Foodtech,Reinventing the Future of Snacks at the tip of a button,https://www.top100startups.swiss/flatev,2013
74,75,Distalmotion SA,Epalinges,Medtech,Making Sense of Robotic Surgery,https://www.top100startups.swiss/DistalMotion,2013
75,76,Andrew Alliance SA ,Vernier,Medtech,Androids for liquid handling,https://www.top100startups.swiss/AndrewAlliance,2013
76,77,Koemei SA ,Martigny,ICT,World’s first cloud based speech recognition solution specifically designed for multiparty conversations,https://www.top100startups.swiss/Koemei,2013
77,78,EverdreamSoft SA,Genève,ICT,"Simple, ergonomic and innovative products to a public that values mobility",https://www.top100startups.swiss/EverdreamSoft,2013
78,79,Celeroton AG,Volketswil,Engineering,Ultra-highspeed electrical drive systems for renewable energy generation,https://www.top100startups.swiss/Celeroton,2013
79,80,g2e glass2energy SA,Villaz-St-Pierre,Cleantech,Dye sensitized solar cells,https://www.top100startups.swiss/g2e,2013
80,81,Geosatis SA,Le Noirmont,Engineering,GPS ankle bracelet,https://www.top100startups.swiss/Geosatis,2013
81,82,UrbanFarmers AG,Zürich,Cleantech,"Urban farms in acant urban areas to provide organic, healthy and local food to its communities",https://www.top100startups.swiss/UrbanFarmers,2013
82,83,Numab Therapeutics AG,Wädenswil,Biotech,Innovates and develops antibody-based therapeutics,https://www.top100startups.swiss/Numab,2013
83,84,Pix4D SA (acquired by Parrot),Lausanne,ICT,Automatically combine images from mobile cameras and create 2D and 3D models,https://www.top100startups.swiss/Pix4D,2013
84,85,SUSI Partners AG,Zürich,Fintech,Financing the future energy infrastructure,https://www.top100startups.swiss/SUSI,2013
85,86,ILAND green technologies SA,Neuchâtel,Cleantech,Autonomous and portable solar generators,https://www.top100startups.swiss/ILAND,2013
86,87,Upicto GmbH (acquired by Logitech),Zürich,ICT,Video processing technology for automatic summarization and event detection.,https://www.top100startups.swiss/upicto,2013
87,88,DAHU Sports Company Ltd.,Châtel-Saint-Denis,Engineering,Innovative ski boots / a game changer for the whole industry,https://www.top100startups.swiss/DAHU,2013
88,89,42matters AG ,Zurich,ICT,App Intelligence as SaaS,https://www.top100startups.swiss/42matters,2013
89,90,Advanced Osteotomy Tools - AOT AG,Basel,Medtech,Cutting bones with laser,https://www.top100startups.swiss/AOT,2013
90,91,Aeon Scientific AG,Schlieren - Zurich,Medtech,Electromagnetic guidance of medical instruments in the human body,https://www.top100startups.swiss/Aeon,2013
91,92,Slyde Watch SA,Luins,Engineering,The SLYDE concept is a revolutionary watchmaking experiment combining a high-technology product and an internet platform.,https://www.top100startups.swiss/Slyde,2013
92,93,AVK systems SA,Lausanne,ICT,Solution suite for broadcast of  Sport audio content.,https://www.top100startups.swiss/AVK,2013
93,94,Imina Technologies SA,Lausanne,Engineering,World's smallest commercial nanomanipulators,https://www.top100startups.swiss/Imina,2013
94,95,PRECLIN Biosystems SA ,Epalinges,Biotech,In vivo preclinical testing platform,https://www.top100startups.swiss/Preclin,2013
95,96,Uepaa AG,Zürich,ICT,The industry-leading Safety and Proximity Expert,https://www.top100startups.swiss/Uepaa,2013
96,97,Ethical Skin Care SA (zilooa.com),Neuchâtel,Medtech,Cosmetology in harmony with the environment,https://www.top100startups.swiss/KNLN-Innovation,2013
97,98,Amphasys AG,Root D4,Engineering,Single cell analysis based on impedance flow cytometry,https://www.top100startups.swiss/Amphasys,2013
98,99,AirWinder Suisse Sàrl ,n/a,Engineering,ZERO-maintenance pneumatic bicycle tires,https://www.top100startups.swiss/AirWinder,2013
99,100,Bluetector AG,Root,Cleantech,Manure Treatment,https://www.top100startups.swiss/Bluetector,2013
